0,813432
1,1.31302e+06
2,1.31044e+06
3,1.31188e+06
4,1.31044e+06
5,1.31202e+06
6,315732
7,256320
8,256320
9,256320
10,360652
11,861672
12,831108
13,772956
14,1.10498e+06
15,988384
16,917720
17,271008
18,256320
19,256320
20,780956
21,1.47369e+06
22,1.43636e+06
23,1.45895e+06
24,1.13676e+06
25,1.00723e+06
26,1.28606e+06
27,494740
28,734292
29,262324
30,971548
31,1.25354e+06
32,1.16648e+06
33,1.00737e+06
34,1.10446e+06
35,971328
36,1.11542e+06
37,977732
38,404268
39,266996
40,1.25724e+06
41,1.2697e+06
42,1.02233e+06
43,1.13637e+06
44,1.03955e+06
45,1.041e+06
46,1.05299e+06
47,892372
48,843356
49,288712
50,824404
51,1.12865e+06
52,927228
53,950240
54,965020
55,941416
56,908268
57,914264
58,912680
59,500640
60,905260
61,1.13732e+06
62,1.03742e+06
63,966372
64,984292
65,1.04294e+06
66,1.08181e+06
67,1.19628e+06
68,1.13231e+06
69,282908
70,771012
71,1.43588e+06
72,1.27675e+06
73,1.00518e+06
74,985536
75,1.17384e+06
76,808760
77,706628
78,281140
79,256320
80,835892
81,1.19952e+06
82,966644
83,934944
84,918540
85,982280
86,935488
87,909580
88,994612
89,555464
90,646356
91,1.42205e+06
92,914472
93,1.10616e+06
94,997188
95,1.11372e+06
96,307408
97,262168
98,256320
99,256320
100,838412
101,1.50912e+06
102,1.3254e+06
103,1.49257e+06
104,1.16714e+06
105,1.03692e+06
106,1.10056e+06
107,580828
108,504712
109,262996
110,899752
111,1.41756e+06
112,996896
113,1.04679e+06
114,1.07711e+06
115,1.01219e+06
116,1.0064e+06
117,1.04588e+06
118,339832
119,264956
120,1.02666e+06
121,1.33864e+06
122,1.14168e+06
123,997032
124,1.08048e+06
125,1.04244e+06
126,1.08028e+06
127,993944
128,273116
129,264276
130,1.15771e+06
131,1.32538e+06
132,1.34894e+06
133,1.4216e+06
134,1.04683e+06
135,837516
136,894052
137,309419
138,258253
139,256320
140,1.09732e+06
141,1.17053e+06
142,989248
143,954652
144,943972
145,1.18192e+06
146,994204
147,929356
148,929288
149,306304
150,1.15778e+06
151,1.19884e+06
152,972776
153,1.1427e+06
154,1.03342e+06
155,1.01509e+06
156,1.00255e+06
157,925208
158,274772
159,263740
160,1.40046e+06
161,1.14114e+06
162,1.20047e+06
163,1.05541e+06
164,1.02074e+06
165,1.11639e+06
166,1.02228e+06
167,786320
168,843068
169,274856
170,981604
171,1.34642e+06
172,1.02391e+06
173,1.01364e+06
174,1.17578e+06
175,950376
176,1.00654e+06
177,1.00364e+06
178,982292
179,272504
180,1.15907e+06
181,657904
182,1.48322e+06
183,1.0891e+06
184,1.10453e+06
185,1.02953e+06
186,1.01508e+06
187,315864
188,280732
189,256320
190,816592
191,995076
192,952972
193,990288
194,941212
195,988276
196,810084
197,268560
198,256320
199,256320
200,644512
201,1.12608e+06
202,1.04473e+06
203,966780
204,950104
205,1.05602e+06
206,1.0829e+06
207,792640
208,272552
209,255252
210,516164
211,1.52146e+06
212,1.2144e+06
213,1.28564e+06
214,1.34349e+06
215,1.01143e+06
216,907500
217,1.18211e+06
218,518168
219,359956
220,1.03068e+06
221,1.16886e+06
222,1.38846e+06
223,1.3085e+06
224,1.11252e+06
225,830672
226,1.05465e+06
227,648432
228,268364
229,256320
230,1.20412e+06
231,1.34188e+06
232,1.02667e+06
233,1.15725e+06
234,1.0379e+06
235,1.01839e+06
236,962496
237,850268
238,1.07042e+06
239,280800
240,902740
241,1.16723e+06
242,1.15012e+06
243,1.15843e+06
244,1.0124e+06
245,953340
246,1.03238e+06
247,1.07792e+06
248,390580
249,265840
250,771824
251,1.03564e+06
252,1.29722e+06
253,1.05066e+06
254,1.14431e+06
255,1.10992e+06
256,604796
257,271756
258,256660
259,256320
260,1.06771e+06
261,1.44061e+06
262,1.3453e+06
263,1.14247e+06
264,1.29869e+06
265,868440
266,1.16449e+06
267,800256
268,546944
269,263460
270,1.06272e+06
271,1.23166e+06
272,973952
273,963680
274,1.01984e+06
275,1.09743e+06
276,902068
277,915712
278,1.0946e+06
279,489200
280,907032
281,1.34396e+06
282,1.09799e+06
283,981532
284,1.18406e+06
285,1.10482e+06
286,1.0851e+06
287,556044
288,325284
289,258284
290,912188
291,1.17087e+06
292,977188
293,963612
294,965196
295,938248
296,950444
297,964224
298,918744
299,343732
300,259244
301,256320
302,256320
303,256320
304,256320
305,256320
306,256320
307,256320
308,256320
309,256320
310,256320
311,256320
312,256320
313,256320
314,256320
315,256320
316,257388
317,256320
318,256320
319,256320
320,256320
321,256320
322,256320
323,256320
324,256320
325,256320
326,256320
327,256320
328,256320
329,256320
330,256320
331,256320
332,256320
333,256320
334,256320
335,256320
336,256320
337,256320
338,256320
339,257388
340,255252
341,257388
342,256320
343,255252
344,257388
345,256320
346,256320
347,256320
348,256320
349,256320
350,256320
351,256320
352,256320
353,256320
354,256320
355,256320
356,256320
357,256320
358,256320
359,256320
360,256320
361,256320
362,256320
363,256320
364,256320
365,256320
366,256320
367,257388
368,256320
369,256320
370,256320
371,256320
372,256320
373,256320
374,256320
375,256320
376,256320
377,256320
378,256320
379,256320
380,256320
381,256320
382,256320
383,256320
384,256320
385,256320
386,256320
387,256320
388,256320
389,256320
390,256320
391,257388
392,255252
393,256320
394,257388
395,256320
396,256320
397,256320
398,256320
399,256320
400,256320
401,256320
402,256320
403,256320
404,256320
405,256320
406,256320
407,256320
408,256320
409,256320
410,256320
411,256320
412,256320
413,256320
414,256320
415,256320
416,257388
417,256320
418,255252
419,256320
420,257388
421,256320
422,256320
423,256320
424,256320
425,256320
426,256320
427,256320
428,256320
429,256320
430,256320
431,256320
432,256320
433,256320
434,256320
435,256320
436,256320
437,256320
438,256320
439,256320
440,256320
441,256320
442,256320
443,257388
444,255252
445,257388
446,255252
447,257388
448,256320
449,256320
450,256320
451,256320
452,256320
453,256320
454,256320
455,256320
456,256320
457,256320
458,256320
459,256320
460,256320
461,256320
462,256320
463,256320
464,256320
465,256320
466,256320
467,256320
468,257388
469,255252
470,257388
471,256320
472,256320
473,256320
474,256320
475,256320
476,256320
477,256320
478,256320
479,256320
480,256320
481,256320
482,256320
483,256320
484,256320
485,256320
486,256320
487,256320
488,256320
489,256320
490,256320
491,256320
492,256320
493,256320
494,256320
495,256320
496,257388
497,256320
498,256320
499,256320
500,256320
501,256320
502,256320
503,256320
504,256320
505,256320
506,256320
507,256320
508,256320
509,256320
510,256320
511,256320
512,256320
513,256320
514,256320
515,256320
516,256320
517,256320
518,256320
519,256320
520,256320
521,256320
522,256320
523,256320
524,256320
525,257388
526,256320
527,256320
528,256320
529,256320
530,256320
531,256320
532,256320
533,256320
534,256320
535,256320
536,256320
537,256320
538,256320
539,256320
540,256320
541,256320
542,256320
543,256320
544,256320
545,256320
546,257388
547,256320
548,255252
549,256320
550,257388
551,256320
552,256320
553,256320
554,256320
555,256320
556,256320
557,256320
558,256320
559,256320
560,256320
561,256320
562,256320
563,256320
564,256320
565,256320
566,256320
567,256320
568,256320
569,256320
570,256320
571,256320
572,256320
573,256320
574,257388
575,256320
576,256320
577,256320
578,256320
579,256320
580,256320
581,256320
582,256320
583,256320
584,256320
585,256320
586,256320
587,256320
588,256320
589,256320
590,256320
